Running Model: FullBCModel(
  (glycinergic_amacrine_cells): AmacrineCellFeedback()
  (gabaergic_amacrine_cells): AmacrineCellFeedback()
)
lr=0.05152182329598098, max_steps=1000, time_reg_weight=0.02049110734470197, sparsity_reg_weight=3.8927961677499236e-07, scale_mean_weight=2.5717471827325356, scale_std_weight=0.6809779474260329
Init Params:

Step 5 (86.97s), Loss: Local=0.2580341577529907, Global=0.24764224290847778, Speed_reg=9.59e-04, Sparsity_reg=1.18e-04, Scaling_mean_reg=1.18e-04, Scaling_std_reg=1.18e-04, Total=8.68e-01
 6.93962988e-07 6.75573759e-03 7.84188434e-02 4.32192564e-01
 9.99562256e-03 4.62985219e-04 3.01211998e-02 3.35590309e-03
 4.21618409e-02 1.04565232e-03 2.80356896e-03 8.32358273e-06
 5.16009592e-02 1.23159084e-02 3.54300067e-03 1.35734230e-02
 1.63926790e-03 6.10150153e-07 2.15514600e-02 1.34847965e-03
 5.44608524e-03 2.60449201e-02 3.05642083e-04 9.87948105e-03
 8.01580399e-03 1.50795458e-02 2.52790526e-02 2.10070863e-01
 4.40782402e-03 4.47039965e-05 3.23957345e-03 1.10718096e-02
 9.10947158e-04 9.79027059e-03 5.80661511e-03 2.49097180e-02
 1.97042781e-03 2.63505727e-02 1.30678751e-02 1.82040420e-03
 2.41800444e-03 3.46622709e-03 9.17151943e-03 2.32011620e-02
 1.30146947e-02 1.00832228e-02 3.75433685e-03 2.59945124e-01
 6.41008615e-02 2.91613047e-03 9.71731083e-07 4.40651007e-07
 2.13283021e-02 8.32488481e-03 1.17362477e-02 8.34913924e-03
 9.65593103e-03 6.73400285e-03 4.56722360e-03 3.66673991e-03
 1.52914505e-02 1.16169838e-06 5.07430375e-01 2.35205442e-02
 1.62087429e+00 8.96981533e-07 6.97667850e-03 1.16504577e-03
 9.74450202e-04 1.16996551e-02 1.97314378e-02 3.47082578e-02
 3.18116951e-03 8.02846551e-02 8.15804582e-03 7.47327181e-03
 4.04712139e-03 5.75441821e-03 1.07767155e-05 2.68436270e-03
 9.08940434e-02 4.33209091e-02 1.46564588e-01 8.80683139e-02
 4.60467814e-03 1.06248930e-02 6.87927287e-03 2.44365428e-02
 7.31190710e-07 9.62662324e-03 4.20414409e-07 3.56692402e-03
 4.76542340e-07 9.62947402e-03 1.78580917e-02 2.99182837e-03
 3.45530994e-02 4.62750755e-02 1.37792733e-02 1.42543064e-02
 2.37852079e-03 2.30426993e-03 6.47023960e-04 2.60252552e-03
 4.82137830e-06 2.64037196e-02 4.38838935e-04 1.45294191e-02
 3.88563251e-07 1.44488886e-02 1.28253344e-02 2.00188756e-02
 3.18581908e-04 2.61200767e-04 3.67999718e-07 8.38239619e-04
 1.42414578e-07 4.57244273e-03 5.67210652e-02 1.27158286e-02
 1.76807493e-02 8.10593410e-05 8.99253972e-03 8.10169522e-03
 9.86884069e-03 1.05276913e-03 2.42169220e-02 1.47716226e-02
 5.48492153e-07 7.54390436e-04 2.24374253e-02 2.23221741e-06
 2.89076427e-03 2.20393915e-07 1.28775433e-01 1.13491826e-02
 6.03258513e-07 5.29704662e-03]
after=[4.30001052e-07 5.19886669e-07 5.48334792e-03 1.46394782e-03
 3.07047026e-06 5.86394151e-07 7.54763846e-07 4.90846066e-03
 3.78418667e-03 1.45014152e-01 7.40399733e-02 3.93956481e-03
 7.45290833e-07 4.93202720e-07 4.83414344e-03 1.26883551e-01
 9.85827744e-02 3.32996933e-07 3.69056594e-03 4.36618953e-04
 5.21036738e-04 1.06554031e+00 2.33161584e-01 4.99002449e-03
 9.78101119e-02 3.86989489e-02 1.09730093e-02 4.51624175e-07
 2.95785497e-07 6.26224130e-02 5.44480421e-02 6.16029240e-02
 4.84120619e-07 3.15008797e-02 1.06868774e-01 1.36629824e-04
 1.23510189e-01 4.68737852e-07 1.32638197e-02 3.24132520e-06
 1.10121323e-06 4.36228782e-01 5.86587078e-07 2.50916951e-03
 1.27867466e-07 1.59089026e-07 3.19762141e-01 1.53149443e-07
 3.84751074e-02 9.11773965e-02 1.15599185e-07 6.41880035e-07
 1.71833124e-03 1.11155093e-01 1.43914775e-07 1.98696577e-03
 2.32589953e-02 8.06621188e-07 9.90033388e-01 6.90695401e-07
 8.93366064e-07 5.06721903e-03 7.39876043e-07 2.65609117e-07
 3.80034123e-07 3.07069428e-07 7.97659482e-07 2.87126483e-07
 9.71282274e-03 4.03638836e-03 9.23558399e-02 2.15230102e-06
 3.57021141e-04 4.32047341e-03 2.63130292e-02 2.02066228e-02
 1.23778984e-01 2.57079140e-03 7.32885487e-03 3.15625075e-05
 7.99715690e-06 9.46071073e-02 5.56765357e-03 4.87286923e-03
 2.17048042e-02 1.45198405e-03 7.41798943e-03 6.90483442e-03
 5.70749082e-02 7.34895235e-03 1.23282652e-02 2.86973622e-02
 5.62865427e-03 5.89417061e-03 1.76021215e-02 5.69934912e-07
 5.64631478e-07 2.58894381e-03 6.54237391e-03 1.82476583e-06
 2.57991757e-02 1.18875198e-01 5.14259739e-07 7.62038439e-07
 1.73448101e-02 5.16652055e-02 2.55232891e-07 1.74596861e-01
 2.32353993e-03 4.65881042e-02 8.43922123e-07 4.26892456e-07
 5.28729614e-03 2.61460282e-02 8.64641443e-02 5.80173731e-02
 8.50535482e-02 9.97831207e-03 3.47047416e-03 4.17242805e-03
 5.09379618e-07 1.79165661e-01 4.69380710e-03 2.65654107e-03
 1.24890533e-07 5.48057642e-07 3.37051272e-01 1.96188226e-01
 6.75795081e-06 4.94907722e-02 1.89442949e-06 1.66966375e-02
 2.71705299e-04 1.38035323e-03 5.15126400e-02 1.89926326e-02
 8.03851187e-02 8.48897733e-03 1.19424692e-06 2.54601359e-01
 1.52501697e-03 7.31054388e-06 1.39208196e-03 6.17952133e-03
 2.26055363e-06 2.69788224e-02 4.26541232e-02 5.00913186e-04
 1.07777312e-01 1.93116620e-01 1.19202258e-02 8.50510219e-07
 1.47106370e-03 2.12444514e-02 7.47603038e-03 1.64864460e-07
 5.41349873e-04 2.07740697e-03 4.45229560e-02 2.04511366e-07
 5.08912373e-03 3.89586747e-01 1.24423637e-03 1.35807440e-01
 1.39118079e-03 1.33836211e-03 7.16994284e-03 9.34881344e-03
 1.40226912e-03 8.76730531e-02 1.05142742e-01 7.54022449e-02
 8.06254428e-03 2.70975707e-03 4.15758090e-03 3.27701904e-02
 8.90598017e-07 9.17382386e-06 1.99797619e-02 2.30670912e-06
 1.12354974e-06 2.04620446e-05 7.91554726e-07 1.89779438e-02
 2.27722762e-06 3.07242153e-03 3.19960905e-04 1.43682829e-03
 1.20122604e-06 2.46304757e-04 3.75115216e-01 2.87645707e-06
 4.33534663e-03 1.01082742e-05 1.87471118e-02 1.12225814e-06
 1.84934891e-06 1.49430090e-03 4.02304530e-03 7.52296951e-03
 6.74130774e-07 9.95409442e-04 1.66469101e-06 2.02870294e-02
 5.30772866e-07 1.58051088e-01 1.02892601e+00 1.64160576e-06
 3.44786490e-03 5.66441522e-05 7.11236055e-07 1.67393265e-03
 5.04450407e-04 1.28332451e-02 1.69453189e-01 2.05358927e-04
 6.31764473e-04 1.72729380e-02 3.21959592e-02 1.07853411e-05
 5.80515638e-02 2.98535847e-03 1.89061058e-04 3.11215285e-06
 3.98533531e-02 1.12494662e-01 1.30385654e-02 1.07074538e-02
 1.94677450e-02 4.04274613e-02 1.42816009e-06 5.15611982e-03
 3.51423836e-07 5.56077110e-03 3.57405096e-03 1.40258148e-02
 1.99777279e-02 4.52380218e-02 1.12121187e-01 3.44836950e-01
 7.48670055e-03 6.04629457e-01 1.19407264e-06 2.75970483e-03
 1.96042331e-03 1.35376230e-01 5.16810734e-03 9.79047968e-07
 2.36972686e-04 3.56978597e-03 5.02370414e-04 4.63381672e-04
 4.95630840e-04 9.07166451e-02 7.32726511e-03 4.55896109e-02
 7.17471607e-07 6.20734870e-01 2.72669212e-07 2.34196684e-03
 3.11120376e-02 1.54432996e-06 3.45586287e-03 2.07236316e-03
 1.62488166e-02 5.47209289e-03 2.65535054e-04 8.07661081e-07
 4.53250483e-03 1.54332588e-06 4.53047045e-02 2.17224155e-02
 1.75084509e-02 4.60130833e-02 4.71153148e-02 7.14782800e-07
 8.97808611e-01 1.08589763e-02 2.62470148e-03 4.45943499e-07
 2.41778180e-04 1.41935209e-06 1.69206446e-03 3.13148126e-02
 6.43308198e-08 8.50765500e-03 4.27156612e-02 1.99951064e-02
 1.19647803e-03 7.88632306e-08 5.04219788e-04 3.54742981e-03
 6.56228885e-03 1.20550795e-02 2.46394537e-02 6.67473255e-03
 4.51572146e-03 9.43783019e-03 2.56195453e-05 2.87793446e-02
 3.37769575e-02 7.89178628e-03 2.14262237e-03 8.82028230e-03
 1.14826614e-03 4.37570410e-03 6.33436457e-07 9.62434616e-03
 2.97972676e-03 6.68770141e-08 1.40464762e-02 2.27659693e-05
 1.27160773e-02 1.71627682e-02 9.51489909e-08 5.40638903e-05
 4.12167143e-03 1.98922658e-06 2.84209717e-02 1.93732575e-07
 4.56595814e-07 2.32204997e-07 7.33066770e-07 1.51575403e-03
 1.99354917e-01 1.22554608e-01 1.04350951e-02 2.46437956e-02
 9.88236070e-02 1.01452391e-03 1.34864561e-02 1.59347235e-06
 6.96148447e-07 3.99733744e-06 3.06559610e-03 4.41430416e-07
 1.71613670e-03 6.14367900e-06 2.52895262e-07 5.70809888e-03
 1.12444945e-01 1.61560364e-02 1.79832010e-03 9.81145073e-03
 5.59288263e-02 2.36723076e-06 3.48003368e-07 9.41182122e-07
 8.34234868e-07 1.90448239e-02 6.67336723e-03 1.23094849e-03
 1.74974491e-06 6.64188480e-03 1.09110720e-01 3.72551590e-01
 5.94836427e-03 4.13525850e-04 2.32190400e-01 3.34081613e-02
 2.11213380e-02 2.98991310e-03 4.17790934e-02 4.71250360e-06
 3.88110913e-02 1.12288836e-02 3.18392389e-03 1.14925439e-02
 5.98819228e-04 7.43454336e-07 1.99473687e-02 1.42282364e-03
 3.74794053e-03 1.33249238e-01 3.79898294e-04 3.28880106e-03
 5.92230959e-03 1.34157930e-02 1.43494271e-02 1.45723090e-01
 2.55705472e-02 1.25516939e-03 2.95568397e-03 8.66481569e-03
 8.06089491e-04 6.13417197e-03 3.99811193e-03 7.44343363e-03
 3.40523035e-03 1.92272086e-02 1.24561535e-02 1.56726432e-03
 2.08810903e-03 8.67420400e-04 1.11545771e-02 9.80138332e-02
 6.02628104e-03 2.30686069e-02 1.37144960e-02 7.92390108e-01
 5.33979386e-02 2.28119688e-03 8.68901907e-07 4.97556130e-07
 3.38246264e-02 7.95078557e-03 8.19244795e-03 3.81630589e-03
 1.12600299e-02 5.42901922e-03 1.79110921e-03 2.56178132e-03
 1.45817725e-02 1.84757550e-06 5.76866150e-01 3.81881334e-02
 4.41726059e-01 8.30588760e-07 5.50381420e-03 2.96533573e-03
 9.43345658e-04 1.28982123e-02 6.05377331e-02 3.59191261e-02
 1.90037745e-03 5.29189818e-02 1.36127407e-02 7.40782358e-03
 1.26556889e-03 6.52746344e-03 9.74861450e-06 2.11715628e-03
 6.51694238e-02 5.79771772e-02 1.66114450e-01 5.96820526e-02
 3.28365644e-03 1.02444580e-02 1.57714216e-03 2.16608532e-02
 8.84923907e-07 8.92934203e-02 3.21457236e-07 5.19645074e-03
 3.95909296e-07 4.78275912e-03 1.53792435e-02 2.79357121e-03
 4.31639850e-02 5.81130497e-02 2.16251961e-03 3.54417157e-03
 2.12343875e-03 1.81490649e-03 1.67727415e-02 4.28235561e-01
 1.40564589e-04 3.55677128e-01 1.66543119e-04 5.61536290e-03
 6.96740926e-07 1.56362057e-01 1.58681907e-02 5.22271544e-03
 1.61022672e-05 6.84178303e-05 4.48384071e-07 6.99323881e-03
 8.84838229e-08 1.18774048e-03 2.82003045e-01 2.47275978e-02
 2.88489349e-02 4.22472879e-03 3.06180231e-02 7.86290504e-03
 1.25163537e-03 9.81797464e-04 7.61877932e-03 1.47939110e-02
 2.11522074e-05 7.35745125e-04 3.75569947e-02 2.29047896e-06
 2.20485905e-04 1.81749314e-07 8.24687481e-01 1.31625580e-02
 1.14501609e-06 4.82244533e-04]

bcn_sigmoid_offset before=[ 0.5131372   0.4446773  -0.08651232 -0.21386455 -0.27607507 -0.16719131
  0.04701351 -0.27006754 -0.06904245  0.23006676 -0.10075998  0.0367836
 -0.14876595 -0.5072206 ]
after=[-0.06657092 -0.35499918 -0.0808818  -0.0662391  -0.13243213 -0.24126418
 -0.04593997 -0.41631666 -0.0539893   0.01313789 -0.1343392  -0.11887808
 -0.07918199 -0.27193505]

acl_acg_weight before=[1.14515592e-06 6.25396252e-01 2.87631620e-02 7.31330970e-03
 3.44314091e-02 9.98377004e-07 1.53576889e-06 3.49670947e-02
 1.58086073e-06 1.11533791e-06 1.13203566e-06 1.67633038e-06
 9.62094987e-07 5.41201132e-07 1.04415994e-06 3.11448257e-02
 6.58008968e-03 3.39102268e-01 2.18745026e-06 7.79325664e-02
 2.19414942e-02 1.00454190e-06 4.50881477e-03 1.32182781e-02
 1.56560764e-02 1.36485890e-01 1.89201087e-02 5.79140261e-02
 1.13752037e-06 4.95282141e-03 2.42267512e-02 7.77684525e-02
 1.87410619e-02 4.33775574e-01 1.89119950e-02 3.98919210e-02
 1.53255155e-06 8.79421805e-07 7.92015328e-07 4.73531693e-01
 9.49277933e-07 1.18130888e-03 5.06376964e-04 1.58811542e-06
 8.57583188e-07 1.00289043e-02 3.40082007e-03 9.81086167e-04
 2.32706356e+00 3.71218659e-03 1.58447884e-02 1.01298586e-01
 4.53982223e-03 1.61279827e-01 9.27923713e-03 9.76621550e-07
 1.20445293e-06 1.06281448e-06 7.53801373e-07 3.49079400e-01
 3.02710813e-02 5.25171572e-06 2.85879135e-01 8.21367931e-03
 8.95303060e-07 5.47161810e-02 2.03514714e-02 9.76670086e-02
 9.10308864e-03 7.99542516e-02 1.08328572e-06 9.01679812e-07
 1.25825113e-06 2.68915412e-03 7.63418735e-04 1.67271346e-02
 1.08869761e-01 2.15059699e-05 8.77238904e-07 6.93412684e-03
 1.09476082e-06 1.57675147e-01 9.55349766e-03 1.07396716e-06
 1.09954793e-02 9.59756335e-07 1.16847502e-06 6.61533466e-03
 4.59196687e-01 1.93420891e-02 1.12114571e-06 4.71758209e-02
 5.61620900e-03 5.40105999e-01 8.53816327e-03 1.41003216e-06
 2.20737886e+00 4.33714241e-02 6.96895048e-02 1.30161141e-06
 9.05243959e-03 1.63920783e-02 2.14588456e-02 1.36726332e+00
 8.72535282e-04 2.26216684e-06 2.33956650e-01 1.25398060e-06
 5.89626253e-01 1.50071799e-06 1.06306481e-06 4.40537065e-01
 2.53374010e-01 1.30059347e-02 9.59165163e-07 1.28137310e-06
 3.32173586e-05 1.87954605e-02 3.90390366e-01 7.97530264e-03
 1.19979111e-02 2.64606024e-06 6.00831584e-07 2.14007764e-06
 2.17168387e-02 2.87577789e-02 1.02952790e+00 3.81614943e-03
 1.55189969e-02 5.55024343e-03 2.00991500e-02 1.85547441e-01
 7.00974017e-02 9.68337758e-07 1.82131846e-02 9.03049558e-02
 2.79271491e-02 9.79300125e-07 1.02758258e-06 2.87083888e+00
 1.21714766e-06 1.97575968e-02 8.55759345e-03 2.29517277e-02
 3.03112585e-02 1.22067463e-02 1.07403991e-06 4.54818495e-02
 2.56716851e-02 9.56063786e-07 8.95510241e-03 1.41192758e-02
 7.95841683e-03 1.43449414e+00 6.79891277e-03 9.13350284e-03
 1.02425283e-02 7.56980589e-05 5.41677177e-02 9.02440320e-07
 2.51408536e-02 1.61861840e-06 1.80992151e-06 3.56908942e-07
 8.82259980e-02 7.11651593e-02 6.76401258e-01 1.33401882e-02
 2.32551042e-06 9.79954052e-07 9.40557569e-02 2.07600631e-02
 2.24197786e-02 1.01816238e-06 1.37653379e-02 1.11483587e-06
 1.03582977e-06 1.06466382e-06 1.90934986e-02 9.84624876e-07
 4.16818969e-02 1.48207908e-02 2.61397599e-06 9.95726054e-07
 1.07581299e-02 3.67343128e-02 1.22651095e-02 1.84380282e-02
 2.33593524e-01 1.68063915e+00 3.39995511e-02 6.09698355e-01
 5.03903255e-03 7.96622097e-01 5.60746156e-03 9.33555953e-07
 1.21131495e-06 6.19912380e-03 2.38585044e-02 1.01898911e-06
 2.34026345e-03 6.81550289e-03 2.56953210e-01 2.53361743e-02
 9.76262982e-07 1.84684861e-02 1.07168967e-06 1.74751375e-02
 7.42992881e-07 6.71919389e-03 1.21055734e-06 2.97385418e-06
 5.15914708e-03 3.54013150e-03 1.50604001e-06 2.90772244e-02
 2.15684734e-02 1.21063010e-06 7.74025679e-01 9.42969109e-07
 8.13743547e-02 1.26699999e-01 3.05022001e-01 4.63454947e-02
 6.56742882e-03 1.72023715e-06 4.88699585e-01 3.86685789e-01
 3.59195381e-01 6.39985874e-02 5.80062680e-02 1.31845981e-01
 3.01344275e-01 3.92805077e-07 4.90933992e-02 4.94828559e-02
 1.18752930e-03 1.09565485e-06 6.45832777e-01 1.03247748e-06
 4.04018126e-02 1.10271722e-01 1.78658497e-02 7.44001288e-03
 1.58974994e-02 1.25013590e-02 2.72081941e-01 2.63816267e-02
 3.19740832e-01 1.00664329e-03 3.19916196e-02 2.77616233e-01
 9.16930560e-07 5.91453444e-03 1.04395190e-06 1.95627548e-02
 1.28498061e-06 1.04914875e-06 3.22512239e-02 6.13323487e-02
 1.08732547e-06 9.98032512e-04 6.04538573e-03 5.46346717e-02
 6.44742921e-02 5.70941670e-03 9.18770151e-04 8.12351704e-03
 4.96638082e-02 2.08631121e-02 1.21683963e-02 9.34992358e-03
 1.59762055e-02 1.95105765e-02 3.16597112e-02 2.12878734e-02
 1.41886836e-02 9.08693721e-07 6.31412715e-02 1.78271718e-03
 8.90043285e-03 9.94927746e-07 7.41960548e-07 3.52386093e+00
 1.12693215e-06 1.53631847e-02 6.49263430e-03 1.06405849e-02
 1.36935967e-06 8.61075137e-07 1.01864225e-06 2.81584710e-01
 1.03857768e-04 1.76339373e-01 2.34037340e-02 1.45510305e-02
 1.11005227e-06 1.10369353e-02 5.31784713e-01 9.03598618e-07
 1.68528482e-01 4.10233252e-02 1.57513201e-01 2.19414398e-01
 1.17295440e-06 3.18667203e-01 1.59985960e-01 2.95138024e-02
 3.54214058e-06 1.61669001e-01 1.69138853e-02 1.32683709e-01
 2.74479768e-04 2.33076155e-01 2.43461952e-02 4.87639988e-03
 9.08342827e-07 8.63711536e-03 8.07658434e-01 1.97579246e-03
 1.29513135e-02 2.84178760e-02 1.15717933e-06 9.83026098e-07
 2.28328910e-02 2.06425637e-02 2.15625480e-01 5.39421197e-03
 3.65324761e-03 1.04386129e-06 1.11777956e-06 1.11561235e-06
 4.26765829e-02 5.43977246e-02 1.02509944e-06 1.28554525e-02
 4.93306406e-02 9.90075525e-03 1.48313097e-03 9.76866670e-03
 7.28594810e-02 2.10468988e-06 8.60334396e-01 1.10999104e-02
 1.32689991e-06 5.83708845e-02 7.68521726e-01 1.57433048e-01
 2.81084795e-06 6.54441976e-07]
after=[1.1092829e-06 7.9164988e-01 2.7105441e-02 6.8617589e-03 3.0832261e-02
 1.0665663e-06 1.4282309e-06 2.7484853e-02 1.4371406e-06 8.7118531e-07
 1.2022415e-06 1.6433602e-06 1.0328488e-06 5.6158547e-07 1.0391027e-06
 2.3555523e-02 7.8718029e-03 3.0817990e+00 2.1981950e-06 8.2215565e-01
 1.9717272e-02 2.0196815e-06 2.6807326e-03 2.4728477e-02 8.7639447e-03
 1.7758493e-01 1.8019587e-02 9.8882802e-03 8.8511212e-07 1.3945083e-03
 2.2935541e-02 6.5673776e-02 1.3660449e-02 2.9221007e-01 1.5187007e-02
 3.4585156e-02 1.6368377e-06 7.6269936e-07 8.0261714e-07 7.7773565e-01
 8.9877716e-07 2.4927184e-03 4.0019531e-04 1.3554173e-06 9.2914513e-07
 1.2061692e-02 4.7100936e-03 1.0995405e-03 1.9251491e+00 1.2790364e-03
 1.4634971e-02 1.0144248e-01 6.3043139e-03 1.5624130e-01 8.1541212e-03
 9.5995495e-07 1.1151092e-06 1.0932741e-06 8.1209521e-07 2.2263771e-01
 3.1241618e-02 5.6260428e-06 2.9243529e-01 7.6722759e-03 8.2600405e-07
 5.9113432e-02 2.2071902e-02 3.2356977e-02 1.0778767e-02 9.5249102e-02
 1.0839368e-06 9.1710638e-07 1.1512628e-06 1.9143035e-03 6.7431474e-04
 1.6112791e-02 2.2067791e-01 9.0827134e-06 8.8683834e-07 6.7614517e-03
 1.0633538e-06 1.2574849e-01 8.1718089e-03 1.0331364e-06 6.8010660e-03
 9.6150791e-07 9.1412528e-07 6.7226481e-01 6.6288251e-01 6.1701727e-03
 1.1061624e-06 6.3277647e-02 4.9219211e-03 4.1996846e-01 7.4865543e-03
 1.2328793e-06 1.2632606e+00 3.5160325e-02 6.7720577e-02 1.4559641e-06
 7.6798671e-03 5.8436789e-02 1.5682558e-02 8.9766550e-01 1.1820690e-03
 2.1646601e-06 3.5407457e-01 1.1969287e-06 4.1680107e-01 1.4216035e-06
 1.0870569e-06 4.8222783e-01 2.9294080e-01 1.3921929e-02 8.6301367e-07
 1.3626351e-06 3.5252015e-05 9.3478421e-03 3.4599417e-01 4.5294561e-03
 1.4406056e-02 4.1567596e-06 4.8585554e-07 1.2661077e-06 6.9944732e-02
 2.4203537e-02 6.8281460e-01 1.3659582e-01 1.6820492e-02 1.6196144e-03
 2.2271659e-02 3.5791594e-01 1.0120458e-01 8.3227604e-07 1.5679963e-02
 7.7750042e-02 2.9447773e-02 8.9418694e-07 1.0034772e-06 3.2364335e+00
 1.1353289e-06 7.5971871e-03 3.5770807e-02 2.4348529e-02 2.4732063e-02
 1.0730787e-02 1.0441261e-06 2.0617276e-02 1.8344596e-02 1.1345551e-06
 7.8488421e-03 7.5940125e-02 1.9570040e-03 1.3554647e+00 4.0581925e-03
 5.1177754e-03 5.5429516e-03 1.2721274e-03 2.7098909e-02 8.2495387e-07
 2.1423278e-02 2.7439023e-06 1.8797622e-06 3.0864015e-07 1.1609067e-01
 1.0821161e-01 6.6503453e-01 1.9516773e-03 2.0277835e-06 7.8299041e-07
 9.0866029e-02 5.4217100e-02 1.9357003e-02 9.7366888e-07 1.1916333e-02
 1.1938108e-06 1.0447865e-06 1.0377994e-06 1.7258868e-02 9.5531459e-07
 3.3645853e-02 8.9081349e-03 2.1133887e-06 7.5178474e-07 9.0917619e-03
 2.5057392e-02 6.2440094e-03 9.6233273e-03 2.6977178e-01 7.8085852e-01
 2.8466966e-02 8.6950314e-01 2.6115717e-03 5.1472443e-01 4.1885949e-03
 9.0480495e-07 1.3055934e-06 7.7068561e-04 1.9902604e-02 1.0612911e-06
 2.2558267e-03 6.1159618e-03 1.8778120e-01 1.8916531e-02 9.7993450e-07
 1.8852044e-02 1.1600931e-06 1.3268931e-03 7.8194944e-07 6.6913227e-03
 1.0331552e-06 4.1231924e-06 3.0447156e-03 2.6221471e-03 1.1443066e-06
 1.5731405e-02 2.0377735e-02 7.9862315e-07 6.6512775e-01 9.2892981e-07
 5.6765307e-02 2.7899277e-01 2.3939516e-01 3.2718554e-02 6.9500129e-03
 1.7479186e-06 5.3660494e-01 3.9077740e-02 2.4476692e-01 1.6373649e-02
 8.3497167e-02 9.3563661e-02 3.2455114e-01 4.4412869e-07 3.4428865e-02
 3.2001738e-02 9.5448783e-04 1.3913897e-06 8.4830129e-01 1.6799377e-06
 2.7539013e-02 2.0165956e-01 1.2609896e-02 5.0434438e-03 1.2752856e-02
 1.1679393e-02 2.8296328e-01 4.3807793e-03 2.1481411e-01 2.6736589e-04
 3.5462815e-02 1.4745668e+00 9.0068289e-07 4.7239084e-03 1.1244105e-06
 1.8660992e-02 1.4035762e-06 1.0189229e-06 2.5842557e-02 1.1206934e-01
 1.0868652e-06 2.0495774e-03 6.0564135e-03 3.7729472e-02 8.6631738e-02
 5.6300554e-03 7.5984909e-04 6.1801723e-03 5.2258816e-02 2.9273625e-02
 1.2954142e-02 2.3997543e-02 7.1991412e-03 1.3984357e-02 2.8810911e-02
 1.8133270e-02 1.6936168e-02 9.0466693e-07 7.9127938e-02 1.0984631e-03
 9.1386260e-03 1.0631936e-06 6.2801388e-07 2.0030174e+00 1.3902489e-06
 1.3472418e-02 1.2375242e-02 5.2650206e-02 1.3357277e-06 8.5821068e-07
 1.0259307e-06 2.7271450e-01 1.1493179e-04 1.9541542e-01 3.7657347e-02
 1.3310095e-02 1.3018746e-06 3.4108192e-02 4.2457137e-01 1.0599256e-06
 1.2780139e-01 2.2167319e-02 9.3175359e-02 1.5024595e-01 1.0029750e-06
 1.8053722e-01 5.7611380e-02 1.2296368e-02 4.4737412e-06 9.9842004e-02
 1.8767679e-02 2.0124276e-01 1.5107196e-04 2.2565775e-01 2.7986638e-02
 4.9732351e-03 7.8586606e-07 2.0731544e-02 7.2446662e-01 1.5647524e-03
 1.1560957e-02 2.8592154e-02 1.0585478e-06 8.7458920e-07 1.7728753e-02
 1.6287509e-02 1.6003408e-01 5.3355377e-04 5.0863167e-03 1.0353340e-06
 1.1172680e-06 1.1354415e-06 2.8413452e-02 4.3077461e-02 1.0409922e-06
 1.0571138e-02 8.5080788e-02 4.6131789e-04 1.7323080e-03 1.4199256e-02
 5.6544214e-02 4.1078383e-06 8.2561600e-01 7.9064798e-03 1.4867448e-06
 7.4457854e-02 6.8583095e-01 2.5411485e-02 2.2001329e-06 5.4087297e-07]

glycinergic_amacrine_cells.bc_ac_weight before=[1.31354183e-01 3.60173061e-02 7.47292629e-03 1.83421336e-02
 2.41742637e-02 6.55566305e-02 5.80644943e-02 7.46968463e-02
 3.46351266e-02 3.50886919e-02 1.28065556e-01 1.35836288e-01
 1.92270026e-01 8.88221487e-02 1.72375906e-02 3.69411544e-03
 3.22533445e-03 3.53069454e-02 6.78378046e-02 3.96482766e-01
 7.91967660e-02 5.92462160e-02 1.41048487e-02 3.75113450e-02
 2.64763951e-01 1.19244707e+00 5.57455011e-02 1.44895732e-01
 1.72380835e-01 8.01720098e-02 1.07507356e-01 9.90964379e-03
 4.51256657e+00 3.94257158e-03 5.31926472e-03 2.48428644e-03
 4.13814839e-03 1.68340758e-03 6.69470243e-03 2.70411768e-03
 2.31436756e-03 5.69856167e-03 3.16689730e-01 1.35554120e-01
 5.57761669e+00 1.77286172e+00 2.37263489e+00 6.14850642e-03
 4.95350128e-03 1.18340563e-03 4.73962573e-04 5.21175656e-03
 2.56911386e-02 2.06958782e-02 1.80668123e-02 4.94430074e-03
 1.20210461e-01 1.16710868e-02 7.18924042e-04 5.76989539e-03
 3.16093350e-03 4.47855264e-01 2.33054966e-01 8.26805644e-03
 3.22282687e-03 3.95261124e-02 3.44332643e-02 8.90182331e-02
 1.08210144e+01 5.63130938e-02 1.47556856e-01 1.44398764e-01
 2.17510372e-01 7.04207793e-02 3.76183987e+00 6.83009112e-03
 1.19985230e-02 4.29381104e-03 6.02561468e-03 7.05873594e-03
 1.42092193e-02 7.19048176e-03 6.17022859e-03 6.08928921e-03
 1.96916405e-02 4.59817704e-03 1.28465972e-03 1.26928082e-02
 3.82611483e-01 1.59660488e-01 2.08257794e-01 8.33970532e-02
 5.34703247e-02 2.88580537e-01 1.27723590e-01 7.38242790e-02
 6.07950449e-01 7.17134625e-02 6.11497052e-02 1.11834429e-01
 1.47442054e-02 1.60288101e-03 4.62371856e-01 1.17392850e+00
 1.66277066e-02 1.82590768e-01 2.66371923e-03 6.18973980e-03
 3.02781391e+00 5.66715794e-03 6.57930911e-01 1.10015318e-01
 1.89778239e-01 1.87927580e+00 1.21482262e-04 2.82235942e-05
 5.97416001e-05 6.19721115e-01 4.63522561e-02 1.42773462e-03
 5.83239174e+00 4.62809112e-03 1.38128877e-01 2.50248432e-01
